id;id_str;screen_name;location;description;url;followers_count;friends_count;listedcount;created_at;favourites_count;verified;statuses_count;lang;name;bot
x205533274;x1234737818078826496;galxxs;;Kris Wu parody;;27;56;0;03/03/2020 07:10;0;FALSE;80314;in;galxxs;
x1181471892646940672;x1234737816954949633;Frandedi4;;Pewakil suara Rakyat Pribumi.<U+0001F4AA><U+0001F3FC>;;10;80;0;03/03/2020 07:10;4168;FALSE;284;in;Frandedi4;
x2325411608;x1234737810185154560;NovelBarimbing;Jakarta Selatan, DKI Jakarta;Simpati tak berkesudahan | Gapeksindo | Rumah Kreasi Jokowi;;652;323;1;03/03/2020 07:10;303;FALSE;8860;in;NovelBarimbing;
x1054053423211937798;x1234737802165833729;martinadityas1;;;;0;33;0;03/03/2020 07:10;6;FALSE;16;in;martinadityas1;
x1001973065532694528;x1234737793781231616;cillhud;Jakarta Capital Region, Indonesia;"scorpios — fangirl (<U+0001D623><U+0001D626><U+0001D62D><U+0001D62A><U+0001D626><U+0001D623><U+0001D626><U+0001D633><U+0001D634> ; <U+0001D62F><U+0001D624><U+0001D635><U+0001D63B><U+0001D626><U+0001D62F>-<U+0001D638><U+0001D622><U+0001D63A><U+0001D63B><U+0001D626><U+0001D62F><U+0001D62F><U+0001D62A> ; <U+0001D622><U+0001D629><U+0001D628><U+0001D622><U+0001D634><U+0001D626> ; <U+0001D622><U+0001D635><U+0001D62A><U+0001D62F><U+0001D63A>). if you nice to me,i will do that too<U+0001F918><U+0001F3FB>";;1422;1155;6;03/03/2020 07:10;1912;FALSE;46633;in;cillhud;
x70394965;x1234737792468516864;citizentvkenya;Nairobi, Kenya;Kenya's Premier TV Station. Breaking News / Entertainment / Your Favorite Local TV Shows. Follow us on https://t.co/zFxsEropBr;http://t.co/WhRbT4ZGV5;2410839;227;1669;03/03/2020 07:10;10268;TRUE;512214;in;citizentvkenya;
x1312564136;x1234737791067549698;forddyce92;;;;28;13;4;03/03/2020 07:10;3;FALSE;28291;in;forddyce92;
x490084254;x1234737788592852992;SayHeiYu;Dreamland;Meet Your Soulmate Here;http://t.co/fr1YSPU3vG;120097;4;103;03/03/2020 07:10;536;FALSE;366565;in;SayHeiYu;
x1538483072;x1234737783794589696;suaraislamco;Jakarta Capital Region;Menyebarkan Islam yang Rahmatan Lil Alamin;https://t.co/wHvf0elf1V;1807;70;7;03/03/2020 07:10;5;FALSE;13009;in;suaraislamco;
x1675707294;x1234737782607638529;uzoneindonesia;Indonesia;Portal berita teknologi terkini soal Gadget, Telekomunikasi, Startup, dan gaya hidup digital. Contact : (redaksi@uzone.id) (sales@uzone.id);https://t.co/xnjZF4vHtU;22578;6;25;03/03/2020 07:10;89;FALSE;87810;in;uzoneindonesia;
x1557167101;x1234737771006218240;Riangayup;Mdn - Soc;Ayo berjumpa, nanti kita ngobrol tentang cinta, kehidupan dan kematiaan.;https://t.co/gg3TuQAHqp;996;503;0;03/03/2020 07:09;381;FALSE;7686;in;Riangayup;
x166094569;x1234737762755956736;m_abduh_b;Tepi sawah;"Chairman Sisiusaha Group l
CEO Salebak Organik";https://t.co/xRUk0tlUP7;1110;351;0;03/03/2020 07:09;1327;FALSE;3213;in;m_abduh_b;
x492029738;x1234737757789929472;Bambangedi28;Jakarta Utara;Ig: bambangedi88;;9;36;0;03/03/2020 07:09;12;FALSE;1247;in;Bambangedi28;
x1234363755451957248;x1234737749179060225;tapalhero;;Hero make it perfect;;0;4;0;03/03/2020 07:09;0;FALSE;6;in;tapalhero;
x226496603;x1234737747446968320;AllianzID;Jakarta;Official Twitter account for Allianz Indonesia. More about insurance please also visit our microsite https://t.co/YwaME7zmNQ;https://t.co/Ls3cHTAzsz;11243;806;42;03/03/2020 07:09;168;TRUE;24623;in;AllianzID;
x1036441135349002240;x1234737740492656640;baca_pesan;Makassar, Indonesia;Official Twitter Account of https://t.co/2uiPx74axt  | Instagram : https://t.co/rx992teqX0 | Facebook : https://t.co/LOG30hSkLo;https://t.co/2uiPx74axt;99;345;0;03/03/2020 07:09;65;FALSE;3800;in;baca_pesan;
x977523159090970624;x1234737739326582784;Wislonpardosi;Jakarta Capital Region, Indone;Tidak ada masalah yg tanpa solusi;;44;324;0;03/03/2020 07:09;60;FALSE;341;in;Wislonpardosi;
x1216955094169579522;x1234737740400320512;dpermanap1;;berdaulat pada diri sendiri.;;2;3;0;03/03/2020 07:09;9;FALSE;57;in;dpermanap1;
x286519050;x1234737736986193921;dhevymarlina;;;;1754;352;0;03/03/2020 07:09;597;FALSE;47151;in;dhevymarlina;
x1212335103512199168;x1234737735476269056;JhondoexlxG;Jakarta Capital Region;Terlalu manis dilupakan, terlalu pahit di kenang. “Secangkir KOPI.”;https://t.co/SxWIiRSlfi;516;1029;0;03/03/2020 07:09;15278;FALSE;9841;in;JhondoexlxG;
x847372542830444544;x1234737734356332545;cnbcindonesia;Jakarta Capital Region;"Terus ikuti berita ekonomi bisnis dan analisis mendalam hanya di CNBC Indonesia  .
Facebook & Instagram : CNBC Indonesia
.
Beyond Business";https://t.co/FBMunklZGe;31316;34;157;03/03/2020 07:09;113;FALSE;96275;in;cnbcindonesia;
x914354214171586560;x1234737734817734657;taiyonglee;n'city ;"<U+02D7><U+02CF>` #leetaeyong <U+0001F490><U+25DE><U+2661> 
“ I’ll love you endlessly, no matter what.” 
<U+0001F376><U+0001F493> (<U+0A6D>´<U+1D55>`)<U+0A6D>°
@NCTsmtown_127  <U+0001F48C><U+02CE>´<U+02D7> <U+0FD0>°";;1613;1754;8;03/03/2020 07:09;8609;FALSE;19850;in;taiyonglee;
x112076861;x1234737731915223040;AriefSyahrulT;dimana mana;the inner machinations on my mind are an enigma.;;499;932;1;03/03/2020 07:09;3348;FALSE;27208;in;AriefSyahrulT;
x214951187;x1234737728614322176;scottsdigital;Singapore;Scotts Digital official Twitter account;https://t.co/AjOIxaKnhH;5770;5381;164;03/03/2020 07:09;1;FALSE;139867;in;scottsdigital;
x1095215500626251777;x1234737727175675904;rinjaaanis;;;;37;57;0;03/03/2020 07:09;168;FALSE;1243;in;rinjaaanis;
x1353352327;x1234737727066660870;Pwirdiansyah;DKI Jakarta, Indonesia;<U+1D0B><U+1D00><U+0280><U+1D0D><U+1D00> <U+029C><U+1D00>s <U+0274><U+1D0F> <U+1D05><U+1D07><U+1D00><U+1D05><U+029F><U+026A><U+0274><U+1D07>;https://t.co/pIbfGBaTc1;2311;919;1;03/03/2020 07:09;12457;FALSE;17207;in;Pwirdiansyah;
x97389451;x1234737726483599360;clarisarchel;;no thoughts, head empty;https://t.co/B7Fa58BJIj;1879;1087;58;03/03/2020 07:09;28021;FALSE;28965;in;clarisarchel;
x1202107173683134469;x1234737724373913600;Suryaatmadja20;;I am Simple Man;;2;40;0;03/03/2020 07:09;42;FALSE;211;in;Suryaatmadja20;
x214951187;x1234737721832132615;scottsdigital;Singapore;Scotts Digital official Twitter account;https://t.co/AjOIxaKnhH;5770;5381;164;03/03/2020 07:09;1;FALSE;139867;in;scottsdigital;
x214951187;x1234737719298756609;scottsdigital;Singapore;Scotts Digital official Twitter account;https://t.co/AjOIxaKnhH;5770;5381;164;03/03/2020 07:09;1;FALSE;139867;in;scottsdigital;
x231676534;x1234737720519348224;Hyjell;;penyesalan yang akan selalu w sesalkan adalah sampai saat ini w masih mencoba hidup padahal gak sanggup.;;1254;438;5;03/03/2020 07:09;4561;FALSE;136554;in;Hyjell;
x1227867765228228608;x1234737718506205186;genbisnis_id;;;;0;0;0;03/03/2020 07:09;0;FALSE;268;in;genbisnis_id;
x2748482078;x1234737718078271488;pplechange;;im not the person i was 5 years ago, even a year ago.;;73;106;0;03/03/2020 07:09;3003;FALSE;3249;in;pplechange;
x847372542830444544;x1234737711275106305;cnbcindonesia;Jakarta Capital Region;"Terus ikuti berita ekonomi bisnis dan analisis mendalam hanya di CNBC Indonesia  .
Facebook & Instagram : CNBC Indonesia
.
Beyond Business";https://t.co/FBMunklZGe;31316;34;157;03/03/2020 07:09;113;FALSE;96275;in;cnbcindonesia;
x251647155;x1234737707680587777;paankswby;Bangli, Indonesia;;;26;141;0;03/03/2020 07:09;3;FALSE;440;in;paankswby;
x536267660;x1234737702110711808;Arman334477;SURABAYA;"penikmat kopi Hitam. Pecinta Sepak Bola, Forza Milan. 
#PERSEBAYAISME.";;285;292;1;03/03/2020 07:09;1331;FALSE;12073;in;Arman334477;
x942803504;x1234737702265708544;ringgomeydy;jakarta indonesia;slow but sure,a keep clam and carry on.;https://t.co/dBHlIByQyW;203;96;1;03/03/2020 07:09;1078;FALSE;2251;in;ringgomeydy;
x1028672022258151427;x1234737693344460801;Cendhol_Dawet;DKI Jakarta, Indonesia;"<U+0001D400><U+0001D425><U+0001D425> <U+0001D422><U+0001D42C> <U+0001D41D><U+0001D41E> <U+0001D425><U+0001D41E><U+0001D42E><U+0001D420><U+0001D41E><U+0001D427> <U+0001D427><U+0001D428><U+0001D420> <U+0001D433><U+0001D428> <U+0001D42C><U+0001D427><U+0001D41E><U+0001D425>, <U+0001D41D><U+0001D41E> <U+0001D430><U+0001D41A><U+0001D41A><U+0001D42B><U+0001D421><U+0001D41E><U+0001D422><U+0001D41D> <U+0001D41A><U+0001D41C><U+0001D421><U+0001D42D><U+0001D41E><U+0001D42B><U+0001D421><U+0001D41A><U+0001D41A><U+0001D425><U+0001D42D> <U+0001D421><U+0001D41A><U+0001D41A><U+0001D42B> <U+0001D430><U+0001D41E><U+0001D425>

#OposisiHargaMati #Milanisti #SempreMilan";;768;605;0;03/03/2020 07:09;1770;FALSE;8160;in;Cendhol_Dawet;
x214951187;x1234737690181918724;scottsdigital;Singapore;Scotts Digital official Twitter account;https://t.co/AjOIxaKnhH;5770;5381;164;03/03/2020 07:09;1;FALSE;139867;in;scottsdigital;
x41147055;x1234737692694302721;cameliapd;62;An aspired traveler who has good ability to bounce back. My collaborative fiction project: http://t.co/ZK4GyECZfL.;http://t.co/ebF5T8H5wp;671;379;2;03/03/2020 07:09;1273;FALSE;13668;in;cameliapd;
x1354856401;x1234737690471350273;IwanIwanlengkas;Afegame, Ghana;Mancunian Indonesia, fans Avenged seven fold.;;106;235;0;03/03/2020 07:09;20790;FALSE;7886;in;IwanIwanlengkas;
x1923064903;x1234737687426297856;anaismayaaa;Tangerang;Traveller;;121;105;0;03/03/2020 07:09;52;FALSE;1749;in;anaismayaaa;
x1060888447223685121;x1234737680908374017;puttskyy;Tambun, Indonesia;ak 17 thn plis (gemini jg);;675;319;1;03/03/2020 07:09;11278;FALSE;2866;in;puttskyy;
x64370862;x1234737672578572293;ninasuprobo;Indonesia;for sake people please EDUCATE YOURSELF!;;668;725;1;03/03/2020 07:09;463;FALSE;16700;in;ninasuprobo;
x130472864;x1234737669139136514;ryandirachman;Indonesia;copy-based creative worker | the author of #boyswillbeboys & #satupertiga;;21818;380;43;03/03/2020 07:09;690;FALSE;49086;in;ryandirachman;
x2327051294;x1234737662688284672;franklingeov;;;;76;78;0;03/03/2020 07:09;9;FALSE;211;in;franklingeov;
x2257437554;x1234737661639708677;InfoPantaiTimur;Sumatera Selatan, Indonesia;Berbagi informasi, event, wisata, bisnis. Mencakup area Tulung Selapan, Pangkalan Lampam,  Air Sugihan, Sungai Menang, Cengal. || Admin: 085979222632;http://t.co/1nGLf55PSR;279;93;4;03/03/2020 07:09;0;FALSE;50029;in;InfoPantaiTimur;
x149746424;x1234737660205268992;gitadityaaa;;hustle-hustle-hustle;;429;315;0;03/03/2020 07:09;360;FALSE;34430;in;gitadityaaa;
x1106062631079600129;x1234737658796003330;intipseleb;;"<U+0001F338>Tempatnya Generasi Z<U+0001F338>

LOKAL | KOREA | BARAT | ASIA
Nantikan Giveaway Tiket Konser!!! <U+0001F4E2>";;1826;46;2;03/03/2020 07:09;7;FALSE;4389;in;intipseleb;
x903306838552092672;x1234737654534529024;jumianto_RK;Indonesia;"Jaga Pancasila 
NKRI harga Mati

<U+0001F1EE><U+0001F1E9><U+0001F1EE><U+0001F1E9> #IndonesiaMaju <U+0001F1EE><U+0001F1E9><U+0001F1EE><U+0001F1E9>
Selalu Berpikir Positif untuk Kemajuan Bangsa Indonesia";;3557;1985;2;03/03/2020 07:09;12888;FALSE;10338;in;jumianto_RK;
x2931015186;x1234737650612883457;tidurpulang;Dipundakmu ;apanya..;;58;102;0;03/03/2020 07:09;433;FALSE;2069;in;tidurpulang;
x907229478;x1234737640605241344;yolaNacil;;• BOOV <U+2764> • mahasiswi teknik yg pengen cepet lulus • youtube: yolanda yazima • <U+0001F4F8> https://t.co/XKWpys4FZX;;658;185;1;03/03/2020 07:09;331;FALSE;2251;in;yolaNacil;
x67645293;x1234737638478770177;fachrybo;Motel.Tahiti.Mexico.Berlin;Filled with joy — Abstrak & variatif;http://t.co/budWCRrB3o;165;207;0;03/03/2020 07:09;34;FALSE;9739;in;fachrybo;
x1226340027946258435;x1234737635563716616;ephifrena;Bismillah ;cari apa?;;40;92;0;03/03/2020 07:09;212;FALSE;1835;in;ephifrena;
x1155464027423645703;x1234737631205834753;vianoona;;dreamer and writer<U+0001F497>;https://t.co/CX52ANeMwi;8;52;0;03/03/2020 07:09;1327;FALSE;127;in;vianoona;
x761720809;x1234737631054815232;nuhajjah;;semakin ambyar;;290;337;0;03/03/2020 07:09;229;FALSE;728;in;nuhajjah;
x935463527879344128;x1234737623240822784;girlscruzh;Shinjuku-ku, Tokyo;<U+0001F308>;https://t.co/uvVmTM5pRK;1796;55;0;03/03/2020 07:09;1;FALSE;42;in;girlscruzh;
x1234734702117838849;x1234737621449895937;melodyprananda;;;;0;17;0;03/03/2020 07:09;0;FALSE;4;in;melodyprananda;
x823413841706921985;x1234737620652920832;deebeauty20;Malang, Jawa Timur;Sedang mengetik…;;124;87;0;03/03/2020 07:09;6797;FALSE;3997;in;deebeauty20;
x1643159671;x1234737618736144385;KharismaTD;Indonesia;Manusia yang paling mager sampai-sampai belum punya visi misi dan resolusi || Sedang belajar menulis dan membaca <U+0001F3AD><U+0001F4DD><U+0001F4DA><U+0001F4C7>;;805;316;0;03/03/2020 07:09;335;FALSE;5026;in;KharismaTD;
x175442007;x1234737613354876929;ecosocrights;Jakarta;"Riset & pendidikan utk pemajuan hak ekonomi, sosial & budaya. Telpon: 62-21-8304153; email: ecosoc@cbn.net.id";http://t.co/LsyrcIIM8U;10497;2309;23;03/03/2020 07:09;27556;FALSE;41548;in;ecosocrights;
x552523769;x1234737612486856704;KATADATAcoid;Jakarta;Integrated news, data and research portal | https://t.co/ekDjm6XuI8 | https://t.co/poSEDSG5ez |;;41740;247;214;03/03/2020 07:09;2953;FALSE;88330;in;KATADATAcoid;
x1014038098001330176;x1234737611761041408;andamcaturw;Malang, Jawa Timur;you know there is nothing too much wonderfull than your self;;76;94;0;03/03/2020 07:09;150;FALSE;1007;in;andamcaturw;
x167098827;x1234737607113936896;shiva_dei;Indonesia;<U+0001F644>;;403;313;0;03/03/2020 07:09;206;FALSE;1020;in;shiva_dei;
x701727507607715840;x1234737603670265856;mochfatahhiday3;;Jadikan Hidup sebagai cermin untuk mengkoreksi diri.;;241;59;10;03/03/2020 07:09;2320;FALSE;12876;in;mochfatahhiday3;
x293290619;x1234737600667062272;baznasindonesia;Jakarta Capital Region;Akun resmi Badan Amil Zakat Nasional (BAZNAS), Lembaga pemerintah non-struktural yg mengelola zakat, infak, sedekah nasional | <U+0001F4F2> Whatsapp: +6287877373555;https://t.co/i67ZWiGURT;13935;44;30;03/03/2020 07:09;176;FALSE;16654;in;baznasindonesia;
x1226344168751915008;x1234737593285103617;KangEka9;;Informasi Kegiatan Bupati Bekasi;;6;36;0;03/03/2020 07:09;2;FALSE;16;in;KangEka9;
x1323765085;x1234737583130677248;KikiHerlambang_;Kota Surabaya, Jawa Timur;kalimat singkat yang bermakna.;https://t.co/IMZtbVHnzA;243;380;0;03/03/2020 07:09;340;FALSE;3366;in;KikiHerlambang_;
x857486397908819968;x1234737583059501057;hmoob_tv;Minneapolis, MN;https://t.co/Lx61M8o0oK is your place to read news and watch videos from the Hmong community. Saib TV thiab xov xwm Hmoob thoob ntiajteb.;https://t.co/lBL2J3aSBj;39;14;7;03/03/2020 07:09;0;FALSE;4394;in;hmoob_tv;
x888041454;x1234737580094164992;indosportdotcom;Indonesia, Jakarta;"Official Twitter of https://t.co/qYF51Uitfv      
contact@indosport.com || https://t.co/oLc91CEPPI || We Are SPORTS";https://t.co/Mqmm8deaqz;24441;607;63;03/03/2020 07:09;152;TRUE;159316;in;indosportdotcom;
x1179431393304010752;x1234737576432455682;Resty23189880;;sholatlah sebelum di sholatkan;;3314;2499;2;03/03/2020 07:09;18676;FALSE;6094;in;Resty23189880;
x273517847;x1234737564763836418;Aureliuvota;;"Reverse
BMI";;523;547;0;03/03/2020 07:09;443;FALSE;898;in;Aureliuvota;
x976816107058118656;x1234737561857167360;dduungssi;Indonesia;<U+275D><U+0001D44F><U+0001D452> <U+0001D464><U+0001D44E><U+0001D45B><U+0001D45B><U+0001D44E><U+0001D44F><U+0001D459><U+0001D452>, <U+0001D453><U+0001D45C><U+0001D45F><U+0001D452><U+0001D463><U+0001D452><U+0001D45F><U+275E>;https://t.co/O64yjxE1YI;2417;2445;11;03/03/2020 07:09;17023;FALSE;46887;in;dduungssi;
x78682079;x1234737536859115521;jahjavjaz;;20th century boy trap at 21th century;;199;623;2;03/03/2020 07:09;9636;FALSE;5486;in;jahjavjaz;
x1207539965837463552;x1234737535630204928;Kadrun_GL;;;;2118;2197;2;03/03/2020 07:09;100;FALSE;1049;in;Kadrun_GL;
x2527428698;x1234737529284284416;ahtidaksiyap;Indonesia;hanya seorang lelaki ukm rebahan;https://t.co/YZoTEOXLS2;24;48;0;03/03/2020 07:09;237;FALSE;368;in;ahtidaksiyap;
x1211263037270659072;x1234737528583811073;DediSur34022821;;Lucky Man;;0;12;0;03/03/2020 07:09;4;FALSE;21;in;DediSur34022821;
x994610340;x1234737523286401025;Jusjaambu;Jawa Timur, Indonesia;Bismillah rezeki ga kemana<U+0001F496>;;101;166;0;03/03/2020 07:09;158;FALSE;1119;in;Jusjaambu;
x1206746514850115584;x1234737522053267457;gantenk69;;Jangan tatap aku atau kau akan terpesona;;994;994;0;03/03/2020 07:09;153;FALSE;1414;in;gantenk69;
x69183155;x1234737517775216640;detikcom;Jakarta, Indonesia;Official Twitter of https://t.co/oOBkZ1EQMA. redaksi@detik.com | promosi@detik.com | Android: https://t.co/uBAYnisH9r iPhone: https://t.co/36uDqdyxKN;https://t.co/oOBkZ1EQMA;15710772;28;13248;03/03/2020 07:08;172;TRUE;1611668;in;detikcom;
x1209286010032377856;x1234737512829997057;cuddlemks_;Kota Makassar, Sulawesi Selata;akun pengangguran.;;402;1017;0;03/03/2020 07:08;1353;FALSE;1825;in;cuddlemks_;
x69183155;x1234737498070405120;detikcom;Jakarta, Indonesia;Official Twitter of https://t.co/oOBkZ1EQMA. redaksi@detik.com | promosi@detik.com | Android: https://t.co/uBAYnisH9r iPhone: https://t.co/36uDqdyxKN;https://t.co/oOBkZ1EQMA;15710772;28;13248;03/03/2020 07:08;172;TRUE;1611668;in;detikcom;
x1227640386845196288;x1234737498263130113;rescaayup;;Hi<U+0001F91A><U+0001F3FB>;;7;14;0;03/03/2020 07:08;0;FALSE;50;in;rescaayup;
x315128026;x1234737497235689477;_yeyenn;Indonesia;"79<U+0001F98B><U+0001F985><U+0001F99D>
Serenity";;1158;1267;3;03/03/2020 07:08;13101;FALSE;23579;in;_yeyenn;
x1189394411970428929;x1234737490755342336;anti_vir_corona;Di Hatimu;"3 Maret 1924 Runtuhnya Khilafah Islamiyah. 96 Tahun Islam Tanpa Khilafah.

Tetap sabar dan tersenyum...<U+0001F600>";;253;1366;0;03/03/2020 07:08;42;FALSE;1240;in;anti_vir_corona;
x936242585823145985;x1234737483574730752;jungjeffrrey;Indonesia;//Tweet aku isinya retweet semua//;;654;980;2;03/03/2020 07:08;24092;FALSE;23678;in;jungjeffrrey;
x231676534;x1234737481293029376;Hyjell;;penyesalan yang akan selalu w sesalkan adalah sampai saat ini w masih mencoba hidup padahal gak sanggup.;;1254;438;5;03/03/2020 07:08;4561;FALSE;136554;in;Hyjell;
x1097177126988505088;x1234737477543284737;DOI_MOTOR;D.O.I MOTOR MADDIS;BERHARAP AGAR SELALU SUKSES;;5841;4264;0;03/03/2020 07:08;12236;FALSE;27766;in;DOI_MOTOR;
x598959076;x1234737474271772672;20detik;JKT-INA;Akun resmi 20detik | Follow FB: 20detik | Contact:  redaksitv@detik.com;https://t.co/PRf3GbOPla;80797;10;106;03/03/2020 07:08;12;FALSE;135193;in;20detik;
x1070944228803436544;x1234737466751340544;JanggutMbah;Tangerang, Banten;Bejo;;2414;2800;0;03/03/2020 07:08;4700;FALSE;12382;in;JanggutMbah;
x17128975;x1234737466050928641;CNNIndonesia;;"News We Can Trust.
redaksi@cnnindonesia.com | marcomm@cnnindonesia.com | Download app: https://t.co/oE5SdSo1Km & https://t.co/RsVHQILD2w";https://t.co/xMWssvqYc9;655170;28;1091;03/03/2020 07:08;98;TRUE;390400;in;CNNIndonesia;
x1225014547318071296;x1234737461151985664;dyouthizen;;"We create a different story, feel free to explore and let’s grow together. 
dyouthizen is a new basecamp for YOU!
Powered by @detikcom";https://t.co/IMbIcXegwu;156;1;0;03/03/2020 07:08;0;FALSE;482;in;dyouthizen;
x974501163146997766;x1234737451370995712;topbusiness_id;Jakarta Capital Region;https://t.co/DcKxQnFnev adalah majalah bulanan yang mengulas berita, informasi, analisis, penelitian bisnis, investasi, dan ekonomi di Indonesia dan negara ASEAN.;https://t.co/8HLT6izYL2;31;164;0;03/03/2020 07:08;31;FALSE;5326;in;topbusiness_id;
x2939204676;x1234737423239798785;daulatrakyat18;;;https://t.co/9gAzj792AJ;92;302;0;03/03/2020 07:08;22;FALSE;9634;in;daulatrakyat18;
x225217584;x1234737422333702144;indahfermata;Balikpapan Selatan, Indonesia;"Seungyoun & Dohyon <U+0001F9E1><U+0001F499> 
forever with X1 <U+0001F98B>";;8270;5824;12;03/03/2020 07:08;4647;FALSE;42009;in;indahfermata;
x1091245255435870208;x1234737421398315008;Chassanova2;;;;3;10;0;03/03/2020 07:08;14;FALSE;30;in;Chassanova2;
x1223299905638125568;x1234737418143559684;kulojambul;;indomie seleraku;;13;36;0;03/03/2020 07:08;13;FALSE;112;in;kulojambul;
x3069548782;x1234737417019625472;brilionet;Indonesia;Main main dong ke Instagram nya Brilio yang Young Fun and Creative banget, cocok buat kamu- kamu semua;https://t.co/JIRC99D9H1;5382;52;25;03/03/2020 07:08;28;FALSE;143316;in;brilionet;
x1081547835827400704;x1234737402620542976;filennn;Jakarta Capital Region;your favorite girl;;1053;892;0;03/03/2020 07:08;1131;FALSE;7197;in;filennn;
x1106784856619417601;x1234737402624737280;SiscaaaAbel;Cimahi Tengah, Indonesia;I promise u i luv youuu;;2015;1970;0;03/03/2020 07:08;4742;FALSE;15850;in;SiscaaaAbel;
x1020651023138820097;x1234737395410620418;puskgunungpati;Kota Semarang, Jawa Tengah;Jln. Mr. Wuryanto No.38 Gunungpati;https://t.co/eLcJ2mAJcA;26;59;1;03/03/2020 07:08;1;FALSE;122;in;puskgunungpati;
x846722022;x1234737385696415746;plakzine;Indonesia;plakzine@gmail.com;https://t.co/unsNniqD68;440;17;7;03/03/2020 07:08;34;FALSE;353;in;plakzine;
x1632874801;x1234737371439980544;ekacahyaa98;Kota Bogor, Jawa Barat;aku terlalu uwu buat kamu yang Nice. MCMXCVIII°<U+0001F36B> <U+0001F33B> <U+0001F49C>;;278;598;1;03/03/2020 07:08;1376;FALSE;23242;in;ekacahyaa98;
x1180131044491575297;x1234737370164973568;rakhailhmy;Jakarta Barat, DKI Jakarta;ngapa siii emg?;;19;33;0;03/03/2020 07:08;52;FALSE;34;in;rakhailhmy;
x334713594;x1234737363969961986;pradiwiguna;Garut, Indonesia;Sedikit bicara, sedikit bekerja;;184;185;0;03/03/2020 07:08;2695;FALSE;5246;in;pradiwiguna;
x1162646869710741504;x1234737356986441728;leolorddd;;"mw kuliah lg;
https://t.co/uvzaQBepaD";;507;856;0;03/03/2020 07:08;3041;FALSE;4425;in;leolorddd;
x225217584;x1234737351307317248;indahfermata;Balikpapan Selatan, Indonesia;"Seungyoun & Dohyon <U+0001F9E1><U+0001F499> 
forever with X1 <U+0001F98B>";;8270;5824;12;03/03/2020 07:08;4647;FALSE;42009;in;indahfermata;
x89367820;x1234737343560445954;rioyogaa;Batulicin, South Borneo;#TheCitizens;;186;483;3;03/03/2020 07:08;237;FALSE;6954;in;rioyogaa;
x969626185;x1234737335176089600;mas_taqien;sidoarjo;dunia hanyalah sekolah dan gurunya adl nabi dan para ulama' dan penilainya adl Allah, rapornya akan di berikan kepada kita di akhirat nanti.;;55;31;0;03/03/2020 07:08;375;FALSE;977;in;mas_taqien;
x1324900232;x1234737336451129344;real27_real;Loc cari sendiri gk sah manja;Apa yg kamu liat belum tentu itulah kebenarannya;;111;241;0;03/03/2020 07:08;147;FALSE;2255;in;real27_real;
x1130667104271605760;x1234737328389644288;sarahds182;Jakarta Capital Region, Indonesia;Vini vidi vici;;4;56;0;03/03/2020 07:08;5;FALSE;62;in;sarahds182;
x1227499861580251136;x1234737327559208962;Lembayung071;;;;1787;1756;0;03/03/2020 07:08;286;FALSE;2913;in;Lembayung071;
x1106910747110457344;x1234737326468800518;staralfvr;Jakarta Capital Region;your never walk alone;;2;54;0;03/03/2020 07:08;2;FALSE;20;in;staralfvr;
x1037507953392152576;x1234737320865124362;PeduliSehat_ID;Jakarta Capital Region;"Platform Donasi Kesehatan no.1 di Indonesia
#PeduliRameRame";https://t.co/wuHhwUv4hG;269;9;1;03/03/2020 07:08;388;FALSE;1180;in;PeduliSehat_ID;
x97607818;x1234737319808122882;LoVeMaTa;Indonesia;Injustice anywhere is a threat to justice everywhere.;;292;3;7;03/03/2020 07:08;6223;FALSE;59675;in;LoVeMaTa;
x592670569;x1234737315391492096;elHurryKoRn;Chelsea elReal Juve ;"#NETIJENAMATI<U+042F>UNDE<U+042F>G<U+042F>OUND<U+0001D4ED><U+0001D4ED><U+0001D4ED><U+0001D4ED><U+0001D4ED>
#NahdliyinGarisLucu TwitSukaSukaGua";;19479;5069;14;03/03/2020 07:08;81347;FALSE;111805;in;elHurryKoRn;
x320063146;x1234737313391038464;unicornfluffy24;Honeymoon ãve.;Album #3 Track #13 // Justin followed me 08/21/2016 <U+2728> Carly Rae Jepsen also follows;;1082;271;10;03/03/2020 07:08;5228;FALSE;22955;in;unicornfluffy24;
x22126902;x1234737308018061313;republikaonline;Jakarta, Indonesia;"Akun Resmi Republika Online I Info Buku Republika? Cek @bukurepublika

#DariRepublika";https://t.co/La76PKicQX;1218025;56;2864;03/03/2020 07:08;961;TRUE;1444289;in;republikaonline;
x293290619;x1234737301005070336;baznasindonesia;Jakarta Capital Region;Akun resmi Badan Amil Zakat Nasional (BAZNAS), Lembaga pemerintah non-struktural yg mengelola zakat, infak, sedekah nasional | <U+0001F4F2> Whatsapp: +6287877373555;https://t.co/i67ZWiGURT;13935;44;30;03/03/2020 07:08;176;FALSE;16654;in;baznasindonesia;
x1207442680369668096;x1234737300010983424;AMRANAL57189583;;;;2;8;1;03/03/2020 07:08;1;FALSE;607;in;AMRANAL57189583;
x1017488329;x1234737298408923137;Unta_;between reality and illusion;Pleasure you'll never find anywhere else;;263;254;3;03/03/2020 07:08;458;FALSE;26018;in;Unta_;
x2610776592;x1234737291496542208;harrisakhmar;;<U+0001F608>;;39;62;0;03/03/2020 07:08;57;FALSE;397;in;harrisakhmar;
