purchases;credit_limit
215;1000
228;1000
240;1000
250;1000
258;1000
265;1000
274;1000
275;1000
278;1000
280;1000
290;1000
295;1000
300;1000
300;1000
300;1000
309;1000
310;1000
315;1000
320;1000
320;1000
322;1000
330;1000
335;1000
335;1000
336;1000
340;1000
350;1000
350;1000
360;1000
360;1000
379;1000
384;1000
386;1000
420;1000
429;1000
440;1000
441;1000
450;1000
450;1000
450;1000
456;1000
465;1000
469;1000
480;1000
500;1000
500;1000
504;1000
510;1000
520;1000
522;1000
525;1000
525;1000
530;1000
540;1000
549;1000
555;1000
576;1000
576;1000
581;1000
585;1000
599;1000
600;1000
600;1000
616;1000
624;1000
630;1000
675;1000
700;1000
720;1000
724;1000
750;1000
786;1000
790;1000
799;1000
826;1000
828;1000
828;1000
840;1000
900;1000
930;1000
980;1000
986;1000
1099;1000
1100;1000
1170;1000
1210;1000
1485;1000
1560;1000
1650;1000
1800;1000
1843;1000
1880;1000
0.05;1000
1006.69;1000
1011.16;1000
1019.4;1000
1039.92;1000
1046.04;1000
1060.5;1000
1068.28;1000
107.6;1000
1074.96;1000
108.4;1000
108.85;1000
1085.16;1000
109.8;1000
110.4;1000
112.29;1000
113.28;1000
1134.96;1000
114.54;1000
114.56;1000
1142.12;1000
1146.74;1000
1151.91;1000
116.15;1000
116.18;1000
1174.98;1000
1188.24;1000
120.82;1000
1208.38;1000
124.03;1000
1247.43;1000
125.06;1000
1254.46;1000
1258.5;1000
127.49;1000
1279.5;1000
133.31;1000
1333.75;1000
136.36;1000
136.92;1000
137.57;1000
1387.6;1000
140.04;1000
140.75;1000
143.76;1000
144.4;1000
144.64;1000
145.58;1000
145.81;1000
145.85;1000
147.26;1000
147.82;1000
1480.76;1000
1494.11;1000
150.3;1000
151.68;1000
151.92;1000
152.02;1000
153.6;1000
1535.49;1000
1554.52;1000
1556.66;1000
156.6;1000
157.45;1000
157.67;1000
1578.12;1000
159.84;1000
1604.97;1000
1606.51;1000
1618.31;1000
162.28;1000
162.56;1000
163.31;1000
1658.81;1000
167.37;1000
1674.96;1000
168.9;1000
169.66;1000
1727.64;1000
173.02;1000
174.84;1000
175.56;1000
18.05;1000
18.41;1000
180.25;1000
1802.93;1000
1833.34;1000
1846.81;1000
185.25;1000
185.8;1000
187.47;1000
187.5;1000
187.55;1000
1873.56;1000
1888.88;1000
19.9;1000
190.96;1000
197.06;1000
198.39;1000
200.02;1000
202.4;1000
206.35;1000
207.28;1000
207.54;1000
208.4;1000
208.6;1000
208.61;1000
208.8;1000
2084.18;1000
210.48;1000
2102.13;1000
211.56;1000
2118.54;1000
212.5;1000
212.87;1000
216.12;1000
216.36;1000
217.91;1000
218.28;1000
2196.54;1000
220.06;1000
220.99;1000
2204.54;1000
2298.89;1000
231.35;1000
231.35;1000
233.28;1000
233.62;1000
235.3;1000
238.9;1000
240.74;1000
242.06;1000
246.25;1000
246.64;1000
249.96;1000
253.31;1000
257.71;1000
258.5;1000
261.81;1000
262.24;1000
262.6;1000
264.4;1000
264.8;1000
264.8;1000
265.97;1000
266.68;1000
267.06;1000
270.65;1000
2738.82;1000
274.92;1000
275.06;1000
277.44;1000
277.56;1000
278.55;1000
279.76;1000
2790.72;1000
281.97;1000
2812.69;1000
282.39;1000
282.75;1000
283.02;1000
283.3;1000
283.8;1000
284.5;1000
285.24;1000
286.74;1000
288.75;1000
289.63;1000
291.12;1000
291.28;1000
293.4;1000
295.83;1000
295.92;1000
297.02;1000
297.96;1000
298.49;1000
300.39;1000
305.84;1000
307.92;1000
31.25;1000
311.2;1000
312.48;1000
313.2;1000
315.2;1000
315.48;1000
316.6;1000
317.1;1000
3173.5;1000
319.98;1000
325.66;1000
325.92;1000
326.45;1000
329.25;1000
33.38;1000
335.62;1000
338.4;1000
339.96;1000
341.7;1000
341.96;1000
343.99;1000
345.66;1000
345.66;1000
347.7;1000
350.02;1000
352.83;1000
354.48;1000
356.32;1000
360.96;1000
364.19;1000
364.74;1000
365.9;1000
367.95;1000
368.28;1000
37.3;1000
37.5;1000
370.74;1000
374.4;1000
378.35;1000
379.32;1000
38.42;1000
38.65;1000
384.81;1000
388.44;1000
388.5;1000
389.7;1000
390.05;1000
391.32;1000
393.29;1000
394.8;1000
398.53;1000
399.9;1000
401.06;1000
402.13;1000
404.91;1000
408.36;1000
409.92;1000
411.01;1000
414.48;1000
416.76;1000
418.59;1000
419.4;1000
420.89;1000
421.6;1000
421.96;1000
422.21;1000
423.23;1000
427.1;1000
427.36;1000
431.28;1000
433.31;1000
436.8;1000
439.92;1000
440.57;1000
441.5;1000
443.3;1000
443.71;1000
444.96;1000
446.05;1000
449.49;1000
449.86;1000
45.65;1000
45.65;1000
45.65;1000
45.65;1000
45.65;1000
45.65;1000
45.65;1000
454.21;1000
458.15;1000
458.76;1000
459.49;1000
462.38;1000
463.01;1000
464.95;1000
467.35;1000
468.96;1000
469.92;1000
469.98;1000
472.09;1000
472.32;1000
474.96;1000
479.5;1000
484.04;1000
484.49;1000
484.68;1000
486.72;1000
487.6;1000
488.93;1000
489.24;1000
49.1;1000
49.25;1000
492.03;1000
494.04;1000
494.7;1000
496.56;1000
498.96;1000
498.96;1000
50.2;1000
502.52;1000
503.41;1000
504.2;1000
504.87;1000
509.94;1000
521.23;1000
527.63;1000
53.09;1000
530.32;1000
531.24;1000
533.98;1000
536.68;1000
537.51;1000
542.51;1000
549.96;1000
55.49;1000
55.65;1000
55.68;1000
553.7;1000
554.7;1000
555.2;1000
558.18;1000
56.51;1000
561.99;1000
562.5;1000
570.96;1000
571.32;1000
572.64;1000
574.75;1000
578.78;1000
58.32;1000
580.65;1000
581.28;1000
585.6;1000
585.84;1000
586.64;1000
586.95;1000
587.25;1000
591.24;1000
595.86;1000
599.03;1000
604.8;1000
609.21;1000
61.71;1000
61.8;1000
615.2;1000
619.6;1000
622.51;1000
624.36;1000
624.72;1000
633.87;1000
634.55;1000
637.97;1000
639.7;1000
64.62;1000
647.69;1000
649.5;1000
655.68;1000
66.7;1000
66.7;1000
66.72;1000
662.4;1000
673.68;1000
674.68;1000
675.96;1000
679.24;1000
684.24;1000
685.32;1000
69.44;1000
691.82;1000
693.42;1000
699.33;1000
70.98;1000
709.98;1000
710.16;1000
712.5;1000
72.44;1000
724.98;1000
726.42;1000
729.6;1000
730.2;1000
734.4;1000
734.4;1000
744.62;1000
749.18;1000
757.37;1000
78.33;1000
786.94;1000
791.67;1000
793.28;1000
799.92;1000
80.43;1000
80.7;1000
803.22;1000
803.95;1000
808.99;1000
818.64;1000
82.28;1000
827.2;1000
832.37;1000
837.44;1000
85.89;1000
850.44;1000
8591.31;1000
862.74;1000
87.94;1000
883.64;1000
885.44;1000
886.56;1000
906.81;1000
909.3;1000
924.6;1000
94.12;1000
94.98;1000
944.49;1000
95.4;1000
95.55;1000
95.6;1000
951.97;1000
962.78;1000
971.2;1000
981.75;1000
99.24;1000
994.54;1000
0;1050
1111.4;1050
416.6;1050
577.12;1050
676.31;1050
0;1100
1100;1100
573.36;1100
907.99;1120
0;1150
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
0;1200
1;1200
12;1200
16;1200
27;1200
30;1200
35;1200
44;1200
50;1200
57;1200
59;1200
60;1200
60;1200
65;1200
69;1200
70;1200
100;1200
101;1200
102;1200
110;1200
110;1200
114;1200
117;1200
119;1200
120;1200
130;1200
133;1200
142;1200
142;1200
149;1200
150;1200
150;1200
150;1200
158;1200
170;1200
170;1200
170;1200
175;1200
175;1200
178;1200
183;1200
190;1200
190;1200
200;1200
200;1200
200;1200
208;1200
212;1200
220;1200
230;1200
234;1200
240;1200
241;1200
243;1200
250;1200
270;1200
270;1200
276;1200
294;1200
295;1200
295;1200
300;1200
345;1200
350;1200
354;1200
370;1200
380;1200
396;1200
400;1200
450;1200
450;1200
500;1200
500;1200
517;1200
607;1200
685;1200
714;1200
777;1200
800;1200
965;1200
1000;1200
1000;1200
1083;1200
1150;1200
1200;1200
1200;1200
1313;1200
1627;1200
1819;1200
2000;1200
10.79;1200
1008.3;1200
1014.36;1200
1020.3;1200
1022.41;1200
1024.75;1200
1034.4;1200
1050.76;1200
1059.26;1200
1083.44;1200
109.32;1200
109.36;1200
1093.25;1200
11.35;1200
1102.72;1200
1109.83;1200
111.3;1200
111.8;1200
1141.24;1200
115.5;1200
117.24;1200
117.5;1200
117.89;1200
119.34;1200
1199.77;1200
1207.25;1200
1207.42;1200
1221.53;1200
126.03;1200
1278.04;1200
128.8;1200
128.86;1200
1282.2;1200
1286.1;1200
1293.7;1200
1298.56;1200
1319.19;1200
133.9;1200
1341.62;1200
135.24;1200
1358.88;1200
136.08;1200
137.03;1200
139.16;1200
139.5;1200
14.72;1200
140.03;1200
141.84;1200
142.8;1200
143.12;1200
1448.59;1200
1451.5;1200
1476.7;1200
1478.36;1200
1478.93;1200
152.73;1200
152.84;1200
1530.37;1200
1533.28;1200
155.8;1200
155.96;1200
156.5;1200
1567.12;1200
157.4;1200
161.27;1200
1629.83;1200
163.24;1200
165.5;1200
166.9;1200
169.24;1200
1690.93;1200
171.65;1200
172.41;1200
1729.67;1200
175.4;1200
177.05;1200
1772.55;1200
178.83;1200
179.8;1200
182.8;1200
1827.62;1200
1835.93;1200
1842.64;1200
1854.3;1200
1865.56;1200
1875.18;1200
1898.88;1200
190.54;1200
191.67;1200
1946.25;1200
1969.7;1200
200.02;1200
200.51;1200
2003.98;1200
2009.05;1200
2016.14;1200
202.2;1200
205.54;1200
205.92;1200
2093.15;1200
2125.84;1200
215.26;1200
2171.86;1200
219.4;1200
226.9;1200
226.95;1200
237.24;1200
243.04;1200
245.84;1200
246.82;1200
247.44;1200
248.1;1200
248.44;1200
251.5;1200
253.37;1200
256.5;1200
256.69;1200
26.09;1200
261.56;1200
266.56;1200
268.68;1200
2697.86;1200
27.05;1200
2722.34;1200
275.41;1200
275.86;1200
279.01;1200
2806.78;1200
281.25;1200
284.34;1200
285.24;1200
295.34;1200
296.64;1200
2972.92;1200
299.38;1200
300.05;1200
300.62;1200
303.51;1200
303.91;1200
311.55;1200
318.05;1200
319.34;1200
320.01;1200
320.72;1200
322.29;1200
327.99;1200
334.48;1200
339.69;1200
34.83;1200
342.65;1200
343.22;1200
345.29;1200
348.47;1200
348.78;1200
348.88;1200
351.89;1200
354.63;1200
356.8;1200
362.13;1200
363.38;1200
365.5;1200
368.34;1200
374.53;1200
374.94;1200
387.32;1200
387.66;1200
387.7;1200
389.21;1200
391.67;1200
399.95;1200
399.96;1200
41.4;1200
413.23;1200
417.25;1200
42.49;1200
420.06;1200
422.55;1200
426.25;1200
43.2;1200
43.33;1200
435.04;1200
439.08;1200
439.38;1200
440.37;1200
442.03;1200
445.18;1200
449.28;1200
45.65;1200
45.65;1200
45.65;1200
45.65;1200
45.65;1200
45.65;1200
456.7;1200
459.51;1200
462.33;1200
465.9;1200
468.6;1200
47.79;1200
471.64;1200
473.64;1200
479.98;1200
481.01;1200
481.75;1200
482.24;1200
495.7;1200
497.15;1200
498.21;1200
499.92;1200
50.85;1200
50.98;1200
500.5;1200
501.85;1200
509.88;1200
51.36;1200
517.08;1200
518.31;1200
519.79;1200
520.24;1200
524.7;1200
529.34;1200
53.95;1200
533.36;1200
54.67;1200
548.85;1200
55.4;1200
55.5;1200
55.69;1200
550.53;1200
553.67;1200
554.1;1200
554.16;1200
579.28;1200
584.4;1200
59.24;1200
60.3;1200
603.46;1200
608.75;1200
611.71;1200
617.34;1200
617.98;1200
618.07;1200
62.02;1200
636.79;1200
64.82;1200
648.22;1200
648.9;1200
651.91;1200
661.3;1200
680.14;1200
698.88;1200
704.4;1200
736.01;1200
740.11;1200
75.25;1200
750.02;1200
750.78;1200
757.85;1200
76.3;1200
763.71;1200
77.36;1200
77.99;1200
772.8;1200
778.12;1200
779.35;1200
785.69;1200
79.87;1200
797.2;1200
8.4;1200
822.93;1200
822.96;1200
831.52;1200
831.89;1200
840.61;1200
843.95;1200
848.26;1200
85.92;1200
857.8;1200
86.03;1200
878.64;1200
88.51;1200
886.56;1200
897.45;1200
897.86;1200
900.45;1200
911.09;1200
912.1;1200
912.98;1200
92.07;1200
920.12;1200
921.82;1200
924.34;1200
929.29;1200
94.7;1200
947.72;1200
952.29;1200
954.15;1200
958.8;1200
964.2;1200
981.2;1200
591;1250
0;1300
750;1300
1043.64;1300
1060.99;1300
1348.41;1300
1389.94;1300
1603.8;1300
182.28;1300
185.63;1300
3106.1;1300
703.05;1300
0;1350
0;1350
0;1400
0;1400
0;1400
0;1400
0;1400
0;1400
0;1400
0;1400
0;1400
0;1400
94;1400
279;1400
480;1400
511;1400
1370;1400
1520;1400
177.21;1400
180.91;1400
1851.48;1400
211.07;1400
211.87;1400
266.68;1400
288.39;1400
328.37;1400
3286.41;1400
564.54;1400
604.52;1400
643.6;1400
662.98;1400
69.49;1400
836.4;1400
967.23;1400
990.7;1400
991.48;1400
995.07;1400
1148.47;1450
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
0;1500
13;1500
15;1500
20;1500
24;1500
30;1500
38;1500
39;1500
43;1500
45;1500
50;1500
55;1500
57;1500
57;1500
57;1500
60;1500
68;1500
69;1500
70;1500
70;1500
74;1500
76;1500
79;1500
80;1500
95;1500
99;1500
103;1500
113;1500
120;1500
125;1500
133;1500
144;1500
150;1500
152;1500
153;1500
154;1500
168;1500
170;1500
171;1500
171;1500
178;1500
178;1500
180;1500
182;1500
190;1500
190;1500
194;1500
209;1500
218;1500
222;1500
225;1500
234;1500
245;1500
266;1500
270;1500
290;1500
320;1500
324;1500
365;1500
384;1500
390;1500
394;1500
420;1500
432;1500
438;1500
475;1500
480;1500
495;1500
499;1500
516;1500
517;1500
531;1500
576;1500
580;1500
590;1500
600;1500
615;1500
650;1500
672;1500
736;1500
750;1500
903;1500
990;1500
1000;1500
1002;1500
1130;1500
1400;1500
1430;1500
1450;1500
1014.21;1500
102.4;1500
102.66;1500
102.72;1500
1022.84;1500
103.32;1500
104.95;1500
1050.6;1500
107.94;1500
108.39;1500
108.84;1500
108.95;1500
1094.41;1500
110.5;1500
111.84;1500
1112.07;1500
1114.26;1500
112.21;1500
1123.58;1500
115.95;1500
116.1;1500
116.66;1500
1160.66;1500
1169.73;1500
117.32;1500
117.65;1500
117.68;1500
1180.68;1500
120.56;1500
1208.7;1500
1214.55;1500
1225.96;1500
123.48;1500
123.5;1500
1239.46;1500
1240.58;1500
125.37;1500
1266.2;1500
128.5;1500
1288.42;1500
129.95;1500
130.32;1500
130.5;1500
1301.25;1500
1308.11;1500
1326.75;1500
133.4;1500
1337.5;1500
135.31;1500
1350.7;1500
1358.2;1500
1379.12;1500
138.8;1500
1386.4;1500
1401.4;1500
1428.02;1500
143.36;1500
143.75;1500
1435.79;1500
144.49;1500
145.7;1500
145.98;1500
1455.78;1500
146.75;1500
1477.44;1500
148.56;1500
1482.18;1500
149.71;1500
150.24;1500
151.64;1500
1514.8;1500
154.64;1500
1555.85;1500
1556.32;1500
158.64;1500
158.96;1500
161.46;1500
161.6;1500
1613.74;1500
163.4;1500
163.55;1500
163.9;1500
1630.07;1500
165.97;1500
1662.41;1500
1666.2;1500
167.68;1500
1674.32;1500
168.08;1500
169.4;1500
17.7;1500
1704.22;1500
171.06;1500
171.9;1500
173.6;1500
174.46;1500
175.45;1500
175.98;1500
176.25;1500
177.76;1500
1788.1;1500
1798.15;1500
1798.24;1500
1799.45;1500
181.62;1500
181.81;1500
182.08;1500
182.27;1500
182.49;1500
182.64;1500
183.6;1500
184.7;1500
189.72;1500
19.5;1500
190.2;1500
190.26;1500
1901.71;1500
191.34;1500
197.21;1500
197.42;1500
1976.5;1500
199.32;1500
20.74;1500
20.9;1500
202.3;1500
202.77;1500
203.6;1500
204.24;1500
205.92;1500
2065.5;1500
2074.08;1500
2075.13;1500
2077.09;1500
208.76;1500
210.62;1500
212.58;1500
212.92;1500
213.95;1500
214.38;1500
2170.6;1500
219.24;1500
221.52;1500
222.44;1500
224.54;1500
229.74;1500
230.1;1500
232.2;1500
233.16;1500
233.31;1500
234.16;1500
235.71;1500
235.8;1500
2370.44;1500
238.75;1500
240.02;1500
242.01;1500
242.9;1500
243.48;1500
2441.21;1500
245.85;1500
2452.69;1500
247.44;1500
248.72;1500
248.77;1500
251.19;1500
254.23;1500
255.6;1500
256.44;1500
257.49;1500
258.36;1500
258.36;1500
258.86;1500
259.32;1500
260.4;1500
264.35;1500
264.98;1500
265.18;1500
265.76;1500
266.52;1500
266.58;1500
266.64;1500
267.75;1500
268.92;1500
269.28;1500
269.9;1500
2692.65;1500
2701.58;1500
272.34;1500
274.98;1500
276.52;1500
277.47;1500
28.8;1500
280.09;1500
280.83;1500
281.05;1500
284.11;1500
285.39;1500
286.56;1500
2863.31;1500
291.62;1500
293.26;1500
293.5;1500
294.13;1500
294.98;1500
296.16;1500
305.78;1500
306.25;1500
307.11;1500
309.26;1500
31.89;1500
311.45;1500
312.15;1500
313.02;1500
315.02;1500
320.34;1500
322.41;1500
3224.34;1500
323.71;1500
324.17;1500
327.8;1500
33.37;1500
331.94;1500
333.24;1500
338.79;1500
343.21;1500
343.46;1500
349.04;1500
349.25;1500
349.92;1500
35.3;1500
35.74;1500
353.43;1500
353.52;1500
3568.21;1500
358.34;1500
359.24;1500
359.44;1500
36.79;1500
360.1;1500
361.49;1500
361.73;1500
367.94;1500
369.36;1500
37.62;1500
37.65;1500
370.56;1500
3739.78;1500
374.37;1500
376.2;1500
377.07;1500
377.79;1500
3805.44;1500
383.81;1500
384.4;1500
387.42;1500
388.9;1500
391.68;1500
393.63;1500
393.82;1500
397.5;1500
398.64;1500
3986.24;1500
401.76;1500
403.38;1500
404.24;1500
410.9;1500
411.25;1500
42.56;1500
427.5;1500
427.96;1500
427.98;1500
429.97;1500
431.49;1500
438.8;1500
441.78;1500
443.04;1500
4440.8;1500
447.96;1500
45.65;1500
45.65;1500
45.65;1500
45.65;1500
450.67;1500
454.72;1500
457.31;1500
458.5;1500
460.95;1500
465.9;1500
466.18;1500
466.67;1500
469.14;1500
47.95;1500
473.34;1500
48.04;1500
484.47;1500
488.66;1500
49.89;1500
497.83;1500
499.98;1500
508.32;1500
521.64;1500
522.29;1500
522.5;1500
526.04;1500
526.92;1500
53.9;1500
533.73;1500
534.93;1500
537.36;1500
538.41;1500
542.33;1500
545.34;1500
549.17;1500
55.72;1500
551.62;1500
554.16;1500
555.66;1500
555.84;1500
556.83;1500
56.44;1500
561.38;1500
561.68;1500
562.5;1500
565.61;1500
566.12;1500
57.42;1500
57.66;1500
574.95;1500
575.3;1500
577.58;1500
58.7;1500
592.82;1500
599.74;1500
604.32;1500
605.52;1500
610.34;1500
611.31;1500
612.25;1500
62.25;1500
62.72;1500
623.03;1500
626.69;1500
632.84;1500
637.28;1500
639.29;1500
643.01;1500
644.16;1500
645.96;1500
646.28;1500
646.5;1500
654.16;1500
654.84;1500
655.21;1500
678.44;1500
684.85;1500
689.34;1500
69.23;1500
691.66;1500
693.89;1500
698.99;1500
7.26;1500
70.81;1500
701.52;1500
705.84;1500
706.08;1500
71.13;1500
71.22;1500
71.52;1500
710.03;1500
72.4;1500
721.78;1500
724.83;1500
729.47;1500
731.45;1500
749.9;1500
75.87;1500
76.94;1500
770.05;1500
776.89;1500
780.38;1500
79.66;1500
790.6;1500
792.14;1500
80.99;1500
807.72;1500
810.27;1500
817.94;1500
819.7;1500
823.05;1500
823.52;1500
824.5;1500
826.77;1500
83.43;1500
833.36;1500
84.24;1500
85.5;1500
85.5;1500
851.68;1500
869.26;1500
874.94;1500
878.52;1500
88.04;1500
88.08;1500
88.56;1500
88.89;1500
88.96;1500
880.19;1500
89.58;1500
90.03;1500
90.39;1500
907.5;1500
91.46;1500
916.67;1500
92.1;1500
92.24;1500
927.1;1500
93.34;1500
93.34;1500
937.96;1500
94.5;1500
94.5;1500
94.71;1500
94.86;1500
942.34;1500
944.44;1500
944.96;1500
945.43;1500
946.29;1500
947.21;1500
952.09;1500
958.73;1500
96.12;1500
96.64;1500
96.69;1500
974.42;1500
978.26;1500
98.08;1500
99.77;1500
272.4;1550
0;1600
0;1600
0;1600
0;1600
0;1600
0;1600
0;1600
0;1600
0;1600
0;1600
0;1600
0;1600
0;1600
12;1600
34;1600
140;1600
150;1600
229;1600
686;1600
840;1600
1023.76;1600
1194.96;1600
159.46;1600
1672.99;1600
205.46;1600
205.89;1600
230.15;1600
281.81;1600
2961.46;1600
322.81;1600
356.15;1600
356.62;1600
